sheetIndex,date,eventTitle,eventText,source,color,imageName,phi,x,y,z
115,-35000000.0,Grasses diversify from among the monocot angiosperms; grasslands begin to expand. Slight increase in diversity of cold-tolerant ostracods and foraminifers; along with major extinctions of gastropods; reptiles; amphibians; and multituberculate mammals. Many modern mammal groups begin to appear: first glyptodonts; ground sloths; canids; peccaries; and the first eagles and hawks. Diversity in toothed and baleen whales.,Grasses diversify from among the monocot angiosperms; grasslands begin to expand. Slight increase in diversity of cold-tolerant ostracods and foraminifers; along with major extinctions of gastropods; reptiles; amphibians; and multituberculate mammals. Many modern mammal groups begin to appear: first glyptodonts; ground sloths; canids; peccaries; and the first eagles and hawks. Diversity in toothed and baleen whales.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.283645307178903,4.4877214003464205,-6.982145560848239,0.0
116,-33000000.0,Evolution of the thylacinid marsupials (Badjcinus),Evolution of the thylacinid marsupials (Badjcinus),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.340765173607808,4.879004780473582,-6.714559728836727,0.0
117,-30000000.0,First balanids and eucalypts; extinction of embrithopod and brontothere mammals; earliest pigs and cats,First balanids and eucalypts; extinction of embrithopod and brontothere mammals; earliest pigs and cats,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.426444973251167,5.4357057835434714,-6.272408041155492,0.0
118,-28000000.0,Paraceratherium appears in the fossil record; the largest terrestrial mammal that ever lived. First pelicans.,Paraceratherium appears in the fossil record; the largest terrestrial mammal that ever lived. First pelicans.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.483564839680072,5.784925028638036,-5.951860416125132,0.0
119,-25000000.0,Pelagornis sandersi appears in the fossil record; the largest flying bird that ever lived,Pelagornis sandersi appears in the fossil record; the largest flying bird that ever lived,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.56924463932343,6.273034872268621,-5.434982381875936,0.0
120,-25000000.0,First deer,First deer,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.56924463932343,6.273034872268621,-5.434982381875936,0.0
122,-24000000.0,First pinnipeds,First pinnipeds,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.597804572537882,6.42567831661838,-5.253632854638816,0.0
123,-23000000.0,Earliest ostriches; trees representative of most major groups of oaks have appeared by now[71],Earliest ostriches; trees representative of most major groups of oaks have appeared by now[71],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.626364505752335,6.573080885565613,-5.067998389089325,0.0
124,-20000000.0,First giraffes; hyenas; and giant anteaters; increase in bird diversity,First giraffes; hyenas; and giant anteaters; increase in bird diversity,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.712044305395693,6.982663060933127,-4.48691615449632,0.0
125,-17000000.0,First birds of the genus Corvus (crows),First birds of the genus Corvus (crows),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.797724105039051,7.341016661495344,-3.8729154878008587,0.0
126,-15000000.0,Genus Mammut appears in the fossil record; first bovids and kangaroos; diversity in Australian megafauna,Genus Mammut appears in the fossil record; first bovids and kangaroos; diversity in Australian megafauna,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.8548439714679565,7.5501443660144885,-3.447509253408857,0.0
127,-10000000.0,Grasslands and savannas are established; diversity in insects; especially ants and termites; horses increase in body size and develop high-crowned teeth; major diversification in grassland mammals and snakes,Grasslands and savannas are established; diversity in insects; especially ants and termites; horses increase in body size and develop high-crowned teeth; major diversification in grassland mammals and snakes,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.99764363754022,7.963926504622196,-2.3379210057177064,0.0
128,-9500000.0,The Great American Interchange; where various land and freshwater faunas migrated between North and South America. Armadillos; opossums; hummingbirds Phorusrhacids; Ground Sloths; Glyptodonts; and Meridiungulates traveled to North America; while horses; tapirs; saber-toothed cats; Jaguars; Bears; Coaties; Ferrets; Otters; Skunks and deer entered South America.,The Great American Interchange; where various land and freshwater faunas migrated between North and South America. Armadillos; opossums; hummingbirds Phorusrhacids; Ground Sloths; Glyptodonts; and Meridiungulates traveled to North America; while horses; tapirs; saber-toothed cats; Jaguars; Bears; Coaties; Ferrets; Otters; Skunks and deer entered South America.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.011923604147446,7.996498825900838,-2.223961898811787,0.0
129,-9000000.0,First platypuses,First platypuses,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.026203570754673,8.027440549268762,-2.1095492949811914,0.0
130,-6500000.0,First hominins (Sahelanthropus),First hominins (Sahelanthropus),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.097603403790804,8.157481074398696,-1.5315033531883326,0.0
131,-6000000.0,Australopithecines diversify (Orrorin; Ardipithecus),Australopithecines diversify (Orrorin; Ardipithecus),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.11188337039803,8.178518435654846,-1.414862607341728,0.0
132,-5000000.0,First tree sloths and hippopotami; diversification of grazing herbivores like zebras and elephants; large carnivorous mammals like lions and the genus Canis; burrowing rodents; kangaroos; birds; and small carnivores; vultures increase in size; decrease in the number of perissodactyl mammals. Extinction of nimravid carnivores. First leopard seals.,First tree sloths and hippopotami; diversification of grazing herbivores like zebras and elephants; large carnivorous mammals like lions and the genus Canis; burrowing rodents; kangaroos; birds; and small carnivores; vultures increase in size; decrease in the number of perissodactyl mammals. Extinction of nimravid carnivores. First leopard seals.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.140443303612482,8.21558606566335,-1.1807394283575923,0.0
133,-4800000.0,Mammoths appear in the fossil record,Mammoths appear in the fossil record,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.146155290255374,8.222196373090375,-1.1337931038507347,0.0
134,-4500000.0,Marine iguanas diverge from land iguanas,Marine iguanas diverge from land iguanas,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.154723270219709,8.2316087758077,-1.0633047362095485,0.0
135,-4000000.0,Evolution of Australopithecus; Stupendemys appears in the fossil record as the largest freshwater turtle; first modern elephants; giraffes; zebras; lions; rhinoceros and gazelles appear in the fossil record,Evolution of Australopithecus; Stupendemys appears in the fossil record as the largest freshwater turtle; first modern elephants; giraffes; zebras; lions; rhinoceros and gazelles appear in the fossil record,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.169003236826936,8.245952945835445,-0.9456532213595937,0.0
136,-3600000.0,Blue whales grow to their modern sizes,Blue whales grow to their modern sizes,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.180427210112717,8.25621775587314,-0.8513920175836238,0.0
137,-3000000.0,Earliest swordfish,Earliest swordfish,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.197563170041389,8.269594308508086,-0.7097957260301699,0.0
138,-2700000.0,Evolution of Paranthropus,Evolution of Paranthropus,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.206131150005724,8.275372214897413,-0.6389168215847123,0.0
140,-2500000.0,The earliest species of Smilodon evolve,The earliest species of Smilodon evolve,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.211843136648615,8.2788866803486,-0.5916378401915535,0.0
141,-2000000.0,First members of the genus Homo; Homo Habilis; appear in the fossil record. Diversification of conifers in high latitudes. The eventual ancestor of cattle; aurochs (Bos primigenus); evolves in India.,First members of the genus Homo; Homo Habilis; appear in the fossil record. Diversification of conifers in high latitudes. The eventual ancestor of cattle; aurochs (Bos primigenus); evolves in India.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.226123103255841,8.286490871446775,-0.47335931112556184,0.0
142,-1700000.0,Extinction of australopithecines,Extinction of australopithecines,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.234691083220176,8.290242399968893,-0.4023443174173323,0.0
143,-1200000.0,Evolution of Homo antecessor. The last members of Paranthropus die out.,Evolution of Homo antecessor. The last members of Paranthropus die out.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.248971049827403,8.295142419955337,-0.2839229343633991,0.0
144,-1000000.0,First coyotes,First coyotes,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.2546830364702934,8.296628853572425,-0.23653681757710562,0.0
145,-800000.0,Short-faced bears (Arctodus simus) become abundant in North America,Short-faced bears (Arctodus simus) become abundant in North America,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.260395023113184,8.297844595546499,-0.18914298337438748,0.0
146,-600000.0,Evolution of Homo heidelbergensis,Evolution of Homo heidelbergensis,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.266107009756074,8.298789606211907,-0.14174297805979044,0.0
147,-400000.0,First polar bears,First polar bears,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.271818996398966,8.299463854736063,-0.09433834813917368,0.0
148,-350000.0,Evolution of Neanderthals,Evolution of Neanderthals,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.273246993059688,8.299590107510463,-0.08248664931058014,0.0
149,-300000.0,Gigantopithecus; a giant relative of the orangutan from Asia dies out,Gigantopithecus; a giant relative of the orangutan from Asia dies out,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.27467498972041,8.299699435975537,-0.07063478227735373,0.0
150,-250000.0,Anatomically modern humans appear in Africa.[72][73][74] Around 50;000 years before present they start colonising the other continents; replacing the Neanderthals in Europe and other hominins in Asia.,Anatomically modern humans appear in Africa.[72][73][74] Around 50;000 years before present they start colonising the other continents; replacing the Neanderthals in Europe and other hominins in Asia.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.276102986381133,8.299791839908346,-0.05878277120749285,0.0
151,-40000.0,The last of the giant monitor lizards (Varanus priscus) die out,The last of the giant monitor lizards (Varanus priscus) die out,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.2821005723561685,8.299995116904485,-0.009003297268748076,0.0
152,-30000.0,Extinction of Neanderthals; first domestic dogs,Extinction of Neanderthals; first domestic dogs,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.282386171688312,8.299997349737378,-0.006632823871603015,0.0
153,-15000.0,The last woolly rhinoceros (Coelodonta antiquitatis) are believed to have gone extinct,The last woolly rhinoceros (Coelodonta antiquitatis) are believed to have gone extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.282814570686529,8.299999429600986,-0.0030771128218856133,0.0
154,-11000.0,Short-faced bears vanish from North America; with the last giant ground sloths dying out. All Equidae become extinct in North America.,Short-faced bears vanish from North America; with the last giant ground sloths dying out. All Equidae become extinct in North America.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.282928810419388,8.299999726969062,-0.002128923086306278,0.0
155,-10000.0,The Holocene epoch starts 10;000[75] years ago after the Late Glacial Maximum. The last mainland species of woolly mammoth (Mammuthus primigenus) die out; as does the last Smilodon species.,The Holocene epoch starts 10;000[75] years ago after the Late Glacial Maximum. The last mainland species of woolly mammoth (Mammuthus primigenus) die out; as does the last Smilodon species.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.282957370352602,8.299999784385934,-0.0018918756475923464,0.0
156,-8000.0,The Giant Lemur died out,The Giant Lemur died out,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.28301449021903,8.2999998789095,-0.001417780765721026,0.0
157,-6000.0,Small populations of American mastodon die off in places like Utah and Michigan,Small populations of American mastodon die off in places like Utah and Michigan,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.283071610085459,8.299999946352829,-0.0009436858792239424,0.0
158,-4500.0,The last members of a dwarf race of woolly mammoths vanish from Wrangel Island near Alaska,The last members of a dwarf race of woolly mammoths vanish from Wrangel Island near Alaska,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,6.2831144499852805,8.299999979163921,-0.0005881147122478237,0.0
159,-600.0,The moa and its predator; Haast's eagle; die out in New Zealand,The moa and its predator; Haast's eagle; die out in New Zealand,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,4.052654523130833e-05,8.299999993184038,0.00033637032532778333,0.0
160,-392.0,The last recorded wild aurochs die out,The last recorded wild aurochs die out,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,4.646701133991448e-05,8.29999999103939,0.0003856761939824993,0.0
161,-331.0,The dodo goes extinct,The dodo goes extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,4.8209167265996096e-05,8.299999990354888,0.0004001360881527733,0.0
162,-251.0,The Steller's sea cow goes extinct,The Steller's sea cow goes extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.049396192315231e-05,8.299999989418994,0.0004190998837840719,0.0
163,-136.0,The quagga; a subspecies of zebra; goes extinct,The quagga; a subspecies of zebra; goes extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.377835424281437e-05,8.299999987997738,0.0004463603400002054,0.0
164,-105.0,Martha; last known passenger pigeon; dies,Martha; last known passenger pigeon; dies,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.4663712172462396e-05,8.299999987599296,0.00045370881080548177,0.0
165,-83.0,The thylacine goes extinct in a Tasmanian zoo; the last member of the family Thylacinidae,The thylacine goes extinct in a Tasmanian zoo; the last member of the family Thylacinidae,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.529203070318036e-05,8.299999987312585,0.00045892385460255937,0.0
166,-67.0,The Caribbean monk seal goes extinct[78],The Caribbean monk seal goes extinct[78],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.5748989634611607e-05,8.299999987102009,0.00046271661372759306,0.0
167,-11.0,The baiji; the Yangtze river dolphin; becomes functionally extinct; according to the IUCN Red List[79],The baiji; the Yangtze river dolphin; becomes functionally extinct; according to the IUCN Red List[79],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.734834589462095e-05,8.299999986351345,0.0004759912706644446,0.0
168,-8.0,The western black rhinoceros is declared extinct,The western black rhinoceros is declared extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,blue,..,5.743402569426431e-05,8.299999986310532,0.00047670241300031333,0.0
169,10000.0,"""If a failure of the Wilkes Subglacial Basin """"ice plug"""" in the next few centuries were to endanger the East Antarctic Ice Sheet; it will take up to this long to melt completely. Sea levels would rise 3 to 4 metres.[7] One of the potential long-term effects of global warming; this is separate from the shorter-term threat of the West Antarctic Ice Sheet.""","""If a failure of the Wilkes Subglacial Basin """"ice plug"""" in the next few centuries were to endanger the East Antarctic Ice Sheet; it will take up to this long to melt completely. Sea levels would rise 3 to 4 metres.[7] One of the potential long-term effects of global warming; this is separate from the shorter-term threat of the West Antarctic Ice Sheet.""",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0003432618373045066,8.299999511010947,0.0028490731936769774,0.0
170,10000.0,The red supergiant star Antares will likely have exploded in a supernova. The explosion is expected to be easily visible in daylight.[8],The red supergiant star Antares will likely have exploded in a supernova. The explosion is expected to be easily visible in daylight.[8],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0003432618373045066,8.299999511010947,0.0028490731936769774,0.0
171,15000.0,According to the Sahara pump theory; the precession of Earth's poles will move the North African Monsoon far enough north to convert the Sahara back into a tropical climate; as it was 5;000â10;000 years ago.[9][10],According to the Sahara pump theory; the precession of Earth's poles will move the North African Monsoon far enough north to convert the Sahara back into a tropical climate; as it was 5;000â10;000 years ago.[9][10],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.00048606150337676993,8.299999019538511,0.004034310319172328,0.0
172,25000.0,The northern Martian polar ice cap could recede as Mars reaches a warming peak of the northern hemisphere during the c. 50;000-year perihelion precession aspect of its Milankovitch cycle.[11][12],The northern Martian polar ice cap could recede as Mars reaches a warming peak of the northern hemisphere during the c. 50;000-year perihelion precession aspect of its Milankovitch cycle.[11][12],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0007716608355212965,8.299997528839278,0.006404784299194099,0.0
173,36000.0,The small red dwarf Ross 248 will pass within 3.024 light-years of Earth; becoming the closest star to the Sun.[13] It will recede after about 8;000 years; making first Alpha Centauri again and then Gliese 445 the nearest stars[13] (see timeline).,The small red dwarf Ross 248 will pass within 3.024 light-years of Earth; becoming the closest star to the Sun.[13] It will recede after about 8;000 years; making first Alpha Centauri again and then Gliese 445 the nearest stars[13] (see timeline).,https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0010858201008802758,8.299995107128522,0.009012305066380153,0.0
174,50000.0,According to Berger and Loutre; the current interglacial period ends;[14] sending the Earth back into a glacial period of the current ice age; regardless of the effects of anthropogenic global warming. Niagara Falls will have eroded away the remaining 32Â km to Lake Erie; and cease to exist.[15] The many glacial lakes of the Canadian Shield will have been erased by post-glacial rebound and erosion.[16],According to Berger and Loutre; the current interglacial period ends;[14] sending the Earth back into a glacial period of the current ice age; regardless of the effects of anthropogenic global warming. Niagara Falls will have eroded away the remaining 32Â km to Lake Erie; and cease to exist.[15] The many glacial lakes of the Canadian Shield will have been erased by post-glacial rebound and erosion.[16],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0014856591658826133,8.299990840191583,0.01233096654070758,0.0
175,50000.0,The length of the day used for astronomical timekeeping reaches about 86;401 SI seconds; due to lunar tides decelerating the Earth's rotation. Under the present-day timekeeping system; either a leap second would need to be added to the clock every single day; or else by then; in order to compensate; the length of the day would have had to have been officially lengthened by one SI second.[17],The length of the day used for astronomical timekeeping reaches about 86;401 SI seconds; due to lunar tides decelerating the Earth's rotation. Under the present-day timekeeping system; either a leap second would need to be added to the clock every single day; or else by then; in order to compensate; the length of the day would have had to have been officially lengthened by one SI second.[17],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0014856591658826133,8.299990840191583,0.01233096654070758,0.0
176,100000.0,Native North American earthworms; such as Megascolecidae; will have naturally spread north through the United States Upper Midwest to the CanadaâUS border; recovering from the Laurentide Ice Sheet glaciation (38Â°N to 49Â°N); assuming a migration rate of 10Â metres per year.[21] (However; non-native invasive earthworms of North America have already been introduced by humans on a much shorter timescale; causing a shock to the regional ecosystem.),Native North American earthworms; such as Megascolecidae; will have naturally spread north through the United States Upper Midwest to the CanadaâUS border; recovering from the Laurentide Ice Sheet glaciation (38Â°N to 49Â°N); assuming a migration rate of 10Â metres per year.[21] (However; non-native invasive earthworms of North America have already been introduced by humans on a much shorter timescale; causing a shock to the regional ecosystem.),https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0029136558266052463,8.299964769055281,0.024183309143864743,0.0
177,100000.0,Earth will likely have undergone a supervolcanic eruption large enough to erupt 400Â km3 (96 cubic miles) of magma. For comparison; Lake Erie is 484Â km3 (116Â cuÂ mi).[20],Earth will likely have undergone a supervolcanic eruption large enough to erupt 400Â km3 (96 cubic miles) of magma. For comparison; Lake Erie is 484Â km3 (116Â cuÂ mi).[20],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0029136558266052463,8.299964769055281,0.024183309143864743,0.0
178,100000.0,As one of the long-term effects of global warming; 10% of anthropogenic carbon dioxide will still remain in a stabilized atmosphere.[22],As one of the long-term effects of global warming; 10% of anthropogenic carbon dioxide will still remain in a stabilized atmosphere.[22],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0029136558266052463,8.299964769055281,0.024183309143864743,0.0
179,100000.0,The proper motion of stars across the celestial sphere; which is the result of their movement through the Milky Way; renders many of the constellations unrecognisable.[18],The proper motion of stars across the celestial sphere; which is the result of their movement through the Milky Way; renders many of the constellations unrecognisable.[18],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0029136558266052463,8.299964769055281,0.024183309143864743,0.0
180,100000.0,The hypergiant star VY Canis Majoris will likely have exploded in a hypernova.[19],The hypergiant star VY Canis Majoris will likely have exploded in a hypernova.[19],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0029136558266052463,8.299964769055281,0.024183309143864743,0.0
181,250000.0,LÅÊ»ihi; the youngest volcano in the HawaiianâEmperor seamount chain; will rise above the surface of the ocean and become a new volcanic island.[23],LÅÊ»ihi; the youngest volcano in the HawaiianâEmperor seamount chain; will rise above the surface of the ocean and become a new volcanic island.[23],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.0071976458087731465,8.29978500559164,0.059739944394058955,0.0
182,300000.0,"""At some point in the next """"several"""" hundred thousand years; the WolfâRayet star WR 104 is expected to explode in a supernova. It has been suggested that it may produce a gamma-ray burst that could pose a threat to life on Earth should its poles be aligned 12Â° or lower towards Earth. The star's axis of rotation has yet to be determined with certainty.[24]""","""At some point in the next """"several"""" hundred thousand years; the WolfâRayet star WR 104 is expected to explode in a supernova. It has been suggested that it may produce a gamma-ray burst that could pose a threat to life on Earth should its poles be aligned 12Â° or lower towards Earth. The star's axis of rotation has yet to be determined with certainty.[24]""",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.008625642469495778,8.299691234826147,0.07159194472861437,0.0
183,500000.0,Earth will likely have been hit by an asteroid of roughly 1Â km in diameter; assuming it cannot be averted.[25],Earth will likely have been hit by an asteroid of roughly 1Â km in diameter; assuming it cannot be averted.[25],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.014337629112386313,8.299146909038598,0.11899824450426764,0.0
184,500000.0,The rugged terrain of Badlands National Park in South Dakota will have eroded away completely.[26],The rugged terrain of Badlands National Park in South Dakota will have eroded away completely.[26],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.014337629112386313,8.299146909038598,0.11899824450426764,0.0
185,1000000.0,Desdemona and Cressida; moons of Uranus; will likely have collided.[30],Desdemona and Cressida; moons of Uranus; will likely have collided.[30],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.028617595719612646,8.296601519789565,0.2374936248101879,0.0
186,1000000.0,Highest estimated time until the red supergiant star Betelgeuse explodes in a supernova. The explosion is expected to be easily visible in daylight.[28][29] It may explode in as little as 100;000 years; if particular evolutionary models turn out to be correct.,Highest estimated time until the red supergiant star Betelgeuse explodes in a supernova. The explosion is expected to be easily visible in daylight.[28][29] It may explode in as little as 100;000 years; if particular evolutionary models turn out to be correct.,https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.028617595719612646,8.296601519789565,0.2374936248101879,0.0
187,1000000.0,27% of the ocean's mass will have been subducted into the mantle. If this were to continue uninterrupted; it would reach an equilibrium where 65% of the surface water would remain at the surface.[68],27% of the ocean's mass will have been subducted into the mantle. If this were to continue uninterrupted; it would reach an equilibrium where 65% of the surface water would remain at the surface.[68],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.028617595719612646,8.296601519789565,0.2374936248101879,0.0
188,1000000.0,"""Meteor Crater; a large impact crater in Arizona considered the """"freshest"""" of its kind; will have eroded away.[27]""","""Meteor Crater; a large impact crater in Arizona considered the """"freshest"""" of its kind; will have eroded away.[27]""",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.028617595719612646,8.296601519789565,0.2374936248101879,0.0
189,1000000.0,Earth will likely have undergone a supervolcanic eruption large enough to erupt 3;200Â km3 (770 cubic miles) of magma; an event comparable to the Toba supereruption 75;000 years ago.[20],Earth will likely have undergone a supervolcanic eruption large enough to erupt 3;200Â km3 (770 cubic miles) of magma; an event comparable to the Toba supereruption 75;000 years ago.[20],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.028617595719612646,8.296601519789565,0.2374936248101879,0.0
190,1100000.0,"""The Sun's luminosity has risen by 10%; causing Earth's surface temperatures to reach an average of c. 320Â K (47Â Â°C; 116Â Â°F). The atmosphere will become a """"moist greenhouse""""; resulting in a runaway evaporation of the oceans.[63][69] This would cause plate tectonics to stop completely; if not already stopped before this time.[70] Pockets of water may still be present at the poles; allowing abodes for simple life.[71][72]""","""The Sun's luminosity has risen by 10%; causing Earth's surface temperatures to reach an average of c. 320Â K (47Â Â°C; 116Â Â°F). The atmosphere will become a """"moist greenhouse""""; resulting in a runaway evaporation of the oceans.[63][69] This would cause plate tectonics to stop completely; if not already stopped before this time.[70] Pockets of water may still be present at the poles; allowing abodes for simple life.[71][72]""",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.03147358904105791,8.29588940409241,0.2611876625479897,0.0
191,1200000.0,High estimate till all plant life dies out assuming some form of photosynthesis is possible despite extremely low carbon dioxide levels. If this is possible; rising temperatures will make a complex biosphere unsustainable from this point on.[73][74][75],High estimate till all plant life dies out assuming some form of photosynthesis is possible despite extremely low carbon dioxide levels. If this is possible; rising temperatures will make a complex biosphere unsustainable from this point on.[73][74][75],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.03432958236250318,8.295109621377966,0.2848795698583935,0.0
192,1300000.0,Eukaryotic life dies out on Earth due to carbon dioxide starvation. Only prokaryotes remain.[67],Eukaryotic life dies out on Earth due to carbon dioxide starvation. Only prokaryotes remain.[67],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.037185575683948445,8.294262178006681,0.3085691534938012,0.0
193,1400000.0,The star Gliese 710 will pass as close as 9;000Â AU (0.14Â light-years to the Sun) before moving away. This will gravitationally perturb members of the Oort cloud; a halo of icy bodies orbiting at the edge of the Solar System; thereafter raising the likelihood of a cometary impact in the inner Solar System.[31],The star Gliese 710 will pass as close as 9;000Â AU (0.14Â light-years to the Sun) before moving away. This will gravitationally perturb members of the Oort cloud; a halo of icy bodies orbiting at the edge of the Solar System; thereafter raising the likelihood of a cometary impact in the inner Solar System.[31],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.040041569005393705,8.29334708089089,0.3322562202255681,0.0
194,1550000.0,The Sun's rising luminosity causes its circumstellar habitable zone to move outwards; as carbon dioxide rises in Mars's atmosphere; its surface temperature rises to levels akin to Earth during the ice age.[67][76],The Sun's rising luminosity causes its circumstellar habitable zone to move outwards; as carbon dioxide rises in Mars's atmosphere; its surface temperature rises to levels akin to Earth during the ice age.[67][76],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.04432555898756161,8.29184760092499,0.367781678492142,0.0
195,1600000.0,Lower estimate until all prokaryotic life will go extinct.[67],Lower estimate until all prokaryotic life will go extinct.[67],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,blue,..,0.04575355564828425,8.291313955834218,0.3796220301678254,0.0
